invoice_number,invoice_date,customer_id,customer_name,product_name,quantity,unit_price,net_amount
SI-10202,31-JAN-2025,C1002,Restaurant_002,Pepperoni Slice 1kg,2,9.99,19.98
SI-10203,02-MAR-2025,C1002,Restaurant_002,Coca Cola Cans 24x330ml,8,9.29,74.32
SI-10203,02-MAR-2025,C1002,Restaurant_002,Pepsi Cans 24x330ml,8,8.99,71.92
SI-10203,02-MAR-2025,C1002,Restaurant_002,Shredded Mozzarella 1.8kg,3,44.99,134.97
SI-10203,02-MAR-2025,C1002,Restaurant_002,Super Crunch Chips 4x2.25kg,11,11.99,131.89
SI-10203,02-MAR-2025,C1002,Restaurant_002,Garlic Mayonnaise 1Ltr,2,2.29,4.58
SI-10203,02-MAR-2025,C1002,Restaurant_002,"12"" Pizza Boxes 90pcs",1,12.99,12.99
SI-10203,02-MAR-2025,C1002,Restaurant_002,Pepperoni Slice 1kg,4,9.99,39.96
SI-10204,01-APR-2025,C1002,Restaurant_002,Coca Cola Cans 24x330ml,7,9.29,65.03
SI-10204,01-APR-2025,C1002,Restaurant_002,Pepsi Cans 24x330ml,5,8.99,44.95
SI-10204,01-APR-2025,C1002,Restaurant_002,Shredded Mozzarella 1.8kg,4,44.99,179.96
SI-10204,01-APR-2025,C1002,Restaurant_002,Super Crunch Chips 4x2.25kg,9,11.99,107.91
SI-10204,01-APR-2025,C1002,Restaurant_002,Garlic Mayonnaise 1Ltr,3,2.29,6.87
SI-10204,01-APR-2025,C1002,Restaurant_002,"12"" Pizza Boxes 90pcs",2,12.99,25.98
SI-10204,01-APR-2025,C1002,Restaurant_002,Pepperoni Slice 1kg,6,9.99,59.94
SI-10205,01-MAY-2025,C1002,Restaurant_002,Coca Cola Cans 24x330ml,9,9.29,83.61
SI-10205,01-MAY-2025,C1002,Restaurant_002,Pepsi Cans 24x330ml,5,8.99,44.95
SI-10205,01-MAY-2025,C1002,Restaurant_002,Shredded Mozzarella 1.8kg,4,44.99,179.96
SI-10205,01-MAY-2025,C1002,Restaurant_002,Super Crunch Chips 4x2.25kg,13,11.99,155.87
SI-10205,01-MAY-2025,C1002,Restaurant_002,Garlic Mayonnaise 1Ltr,1,2.29,2.29
SI-10205,01-MAY-2025,C1002,Restaurant_002,"12"" Pizza Boxes 90pcs",3,12.99,38.97
SI-10205,01-MAY-2025,C1002,Restaurant_002,Pepperoni Slice 1kg,2,9.99,19.98
SI-10206,31-MAY-2025,C1002,Restaurant_002,Coca Cola Cans 24x330ml,11,9.29,102.19
SI-10206,31-MAY-2025,C1002,Restaurant_002,Pepsi Cans 24x330ml,7,8.99,62.93
SI-10206,31-MAY-2025,C1002,Restaurant_002,Shredded Mozzarella 1.8kg,5,44.99,224.95
SI-10206,31-MAY-2025,C1002,Restaurant_002,Super Crunch Chips 4x2.25kg,11,11.99,131.89
SI-10206,31-MAY-2025,C1002,Restaurant_002,Garlic Mayonnaise 1Ltr,5,2.29,11.45
SI-10206,31-MAY-2025,C1002,Restaurant_002,"12"" Pizza Boxes 90pcs",1,12.99,12.99
SI-10206,31-MAY-2025,C1002,Restaurant_002,Pepperoni Slice 1kg,2,9.99,19.98
SI-10207,30-JUN-2025,C1002,Restaurant_002,Coca Cola Cans 24x330ml,7,9.29,65.03
SI-10207,30-JUN-2025,C1002,Restaurant_002,Pepsi Cans 24x330ml,6,8.99,53.94
SI-10207,30-JUN-2025,C1002,Restaurant_002,Shredded Mozzarella 1.8kg,3,44.99,134.97
SI-10207,30-JUN-2025,C1002,Restaurant_002,Super Crunch Chips 4x2.25kg,9,11.99,107.91
SI-10207,30-JUN-2025,C1002,Restaurant_002,Garlic Mayonnaise 1Ltr,2,2.29,4.58
SI-10207,30-JUN-2025,C1002,Restaurant_002,Pepperoni Slice 1kg,5,9.99,49.95
SI-10208,30-JUL-2025,C1002,Restaurant_002,Coca Cola Cans 24x330ml,9,9.29,83.61
SI-10208,30-JUL-2025,C1002,Restaurant_002,Pepsi Cans 24x330ml,8,8.99,71.92
SI-10208,30-JUL-2025,C1002,Restaurant_002,Shredded Mozzarella 1.8kg,3,44.99,134.97
SI-10208,30-JUL-2025,C1002,Restaurant_002,Super Crunch Chips 4x2.25kg,10,11.99,119.9
SI-10208,30-JUL-2025,C1002,Restaurant_002,Garlic Mayonnaise 1Ltr,3,2.29,6.87
SI-10208,30-JUL-2025,C1002,Restaurant_002,"12"" Pizza Boxes 90pcs",2,12.99,25.98
SI-10208,30-JUL-2025,C1002,Restaurant_002,Pepperoni Slice 1kg,3,9.99,29.97
SI-10209,29-AUG-2025,C1002,Restaurant_002,Coca Cola Cans 24x330ml,9,9.29,83.61
SI-10209,29-AUG-2025,C1002,Restaurant_002,Pepsi Cans 24x330ml,5,8.99,44.95
SI-10209,29-AUG-2025,C1002,Restaurant_002,Shredded Mozzarella 1.8kg,5,44.99,224.95
SI-10209,29-AUG-2025,C1002,Restaurant_002,Super Crunch Chips 4x2.25kg,10,11.99,119.9
SI-10209,29-AUG-2025,C1002,Restaurant_002,Garlic Mayonnaise 1Ltr,5,2.29,11.45
SI-10209,29-AUG-2025,C1002,Restaurant_002,"12"" Pizza Boxes 90pcs",1,12.99,12.99
SI-10209,29-AUG-2025,C1002,Restaurant_002,Pepperoni Slice 1kg,3,9.99,29.97
SI-10210,28-SEP-2025,C1002,Restaurant_002,Coca Cola Cans 24x330ml,10,9.29,92.9
SI-10210,28-SEP-2025,C1002,Restaurant_002,Pepsi Cans 24x330ml,8,8.99,71.92
SI-10210,28-SEP-2025,C1002,Restaurant_002,Shredded Mozzarella 1.8kg,3,44.99,134.97
SI-10210,28-SEP-2025,C1002,Restaurant_002,Super Crunch Chips 4x2.25kg,13,11.99,155.87
SI-10210,28-SEP-2025,C1002,Restaurant_002,Garlic Mayonnaise 1Ltr,2,2.29,4.58
SI-10210,28-SEP-2025,C1002,Restaurant_002,"12"" Pizza Boxes 90pcs",2,12.99,25.98
SI-10210,28-SEP-2025,C1002,Restaurant_002,Pepperoni Slice 1kg,2,9.99,19.98
SI-10211,28-OCT-2025,C1002,Restaurant_002,Coca Cola Cans 24x330ml,8,9.29,74.32
SI-10211,28-OCT-2025,C1002,Restaurant_002,Pepsi Cans 24x330ml,5,8.99,44.95
SI-10211,28-OCT-2025,C1002,Restaurant_002,Shredded Mozzarella 1.8kg,3,44.99,134.97
SI-10211,28-OCT-2025,C1002,Restaurant_002,Super Crunch Chips 4x2.25kg,12,11.99,143.88
SI-10211,28-OCT-2025,C1002,Restaurant_002,Garlic Mayonnaise 1Ltr,3,2.29,6.87
SI-10211,28-OCT-2025,C1002,Restaurant_002,Pepperoni Slice 1kg,3,9.99,29.97
SI-10212,27-NOV-2025,C1002,Restaurant_002,Coca Cola Cans 24x330ml,11,9.29,102.19
SI-10212,27-NOV-2025,C1002,Restaurant_002,Pepsi Cans 24x330ml,7,8.99,62.93
SI-10212,27-NOV-2025,C1002,Restaurant_002,Shredded Mozzarella 1.8kg,2,44.99,89.98
SI-10212,27-NOV-2025,C1002,Restaurant_002,Super Crunch Chips 4x2.25kg,12,11.99,143.88
SI-10212,27-NOV-2025,C1002,Restaurant_002,Garlic Mayonnaise 1Ltr,4,2.29,9.16
SI-10212,27-NOV-2025,C1002,Restaurant_002,"12"" Pizza Boxes 90pcs",3,12.99,38.97
SI-10212,27-NOV-2025,C1002,Restaurant_002,Pepperoni Slice 1kg,3,9.99,29.97
SI-10301,01-JAN-2025,C1003,Restaurant_003,Coca Cola Cans 24x330ml,7,9.29,65.03
SI-10301,01-JAN-2025,C1003,Restaurant_003,Pepsi Cans 24x330ml,9,8.99,80.91
SI-10301,01-JAN-2025,C1003,Restaurant_003,Shredded Mozzarella 1.8kg,7,44.99,314.93
SI-10301,01-JAN-2025,C1003,Restaurant_003,Super Crunch Chips 4x2.25kg,8,11.99,95.92
SI-10301,01-JAN-2025,C1003,Restaurant_003,Garlic Mayonnaise 1Ltr,7,2.29,16.03
SI-10301,01-JAN-2025,C1003,Restaurant_003,"12"" Pizza Boxes 90pcs",8,12.99,103.92
SI-10301,01-JAN-2025,C1003,Restaurant_003,Pepperoni Slice 1kg,8,9.99,79.92
SI-10302,31-JAN-2025,C1003,Restaurant_003,Coca Cola Cans 24x330ml,3,9.29,27.87
SI-10302,31-JAN-2025,C1003,Restaurant_003,Pepsi Cans 24x330ml,6,8.99,53.94
SI-10302,31-JAN-2025,C1003,Restaurant_003,Shredded Mozzarella 1.8kg,5,44.99,224.95
SI-10302,31-JAN-2025,C1003,Restaurant_003,Super Crunch Chips 4x2.25kg,8,11.99,95.92
SI-10302,31-JAN-2025,C1003,Restaurant_003,Garlic Mayonnaise 1Ltr,7,2.29,16.03
SI-10302,31-JAN-2025,C1003,Restaurant_003,"12"" Pizza Boxes 90pcs",7,12.99,90.93
SI-10302,31-JAN-2025,C1003,Restaurant_003,Pepperoni Slice 1kg,9,9.99,89.91
SI-10303,02-MAR-2025,C1003,Restaurant_003,Coca Cola Cans 24x330ml,3,9.29,27.87
SI-10303,02-MAR-2025,C1003,Restaurant_003,Pepsi Cans 24x330ml,9,8.99,80.91
SI-10303,02-MAR-2025,C1003,Restaurant_003,Shredded Mozzarella 1.8kg,8,44.99,359.92
SI-10303,02-MAR-2025,C1003,Restaurant_003,Super Crunch Chips 4x2.25kg,11,11.99,131.89
SI-10303,02-MAR-2025,C1003,Restaurant_003,Garlic Mayonnaise 1Ltr,9,2.29,20.61
SI-10303,02-MAR-2025,C1003,Restaurant_003,"12"" Pizza Boxes 90pcs",8,12.99,103.92
SI-10303,02-MAR-2025,C1003,Restaurant_003,Pepperoni Slice 1kg,7,9.99,69.93
SI-10304,01-APR-2025,C1003,Restaurant_003,Coca Cola Cans 24x330ml,7,9.29,65.03
SI-10304,01-APR-2025,C1003,Restaurant_003,Pepsi Cans 24x330ml,6,8.99,53.94
SI-10304,01-APR-2025,C1003,Restaurant_003,Shredded Mozzarella 1.8kg,5,44.99,224.95
SI-10304,01-APR-2025,C1003,Restaurant_003,Super Crunch Chips 4x2.25kg,11,11.99,131.89
SI-10304,01-APR-2025,C1003,Restaurant_003,Garlic Mayonnaise 1Ltr,8,2.29,18.32
SI-10304,01-APR-2025,C1003,Restaurant_003,"12"" Pizza Boxes 90pcs",6,12.99,77.94
SI-10304,01-APR-2025,C1003,Restaurant_003,Pepperoni Slice 1kg,5,9.99,49.95
SI-10305,01-MAY-2025,C1003,Restaurant_003,Coca Cola Cans 24x330ml,5,9.29,46.45
SI-10305,01-MAY-2025,C1003,Restaurant_003,Pepsi Cans 24x330ml,9,8.99,80.91
SI-10305,01-MAY-2025,C1003,Restaurant_003,Shredded Mozzarella 1.8kg,6,44.99,269.94
SI-10305,01-MAY-2025,C1003,Restaurant_003,Super Crunch Chips 4x2.25kg,10,11.99,119.9
SI-10305,01-MAY-2025,C1003,Restaurant_003,Garlic Mayonnaise 1Ltr,6,2.29,13.74
SI-10305,01-MAY-2025,C1003,Restaurant_003,"12"" Pizza Boxes 90pcs",6,12.99,77.94
SI-10305,01-MAY-2025,C1003,Restaurant_003,Pepperoni Slice 1kg,9,9.99,89.91
SI-10306,31-MAY-2025,C1003,Restaurant_003,Coca Cola Cans 24x330ml,4,9.29,37.16
SI-10306,31-MAY-2025,C1003,Restaurant_003,Pepsi Cans 24x330ml,10,8.99,89.9
SI-10306,31-MAY-2025,C1003,Restaurant_003,Shredded Mozzarella 1.8kg,5,44.99,224.95
SI-10306,31-MAY-2025,C1003,Restaurant_003,Super Crunch Chips 4x2.25kg,9,11.99,107.91
SI-10306,31-MAY-2025,C1003,Restaurant_003,Garlic Mayonnaise 1Ltr,10,2.29,22.9
SI-10306,31-MAY-2025,C1003,Restaurant_003,"12"" Pizza Boxes 90pcs",8,12.99,103.92
SI-10306,31-MAY-2025,C1003,Restaurant_003,Pepperoni Slice 1kg,6,9.99,59.94
SI-10307,30-JUN-2025,C1003,Restaurant_003,Coca Cola Cans 24x330ml,4,9.29,37.16
SI-10307,30-JUN-2025,C1003,Restaurant_003,Pepsi Cans 24x330ml,8,8.99,71.92
SI-10307,30-JUN-2025,C1003,Restaurant_003,Shredded Mozzarella 1.8kg,6,44.99,269.94
SI-10307,30-JUN-2025,C1003,Restaurant_003,Super Crunch Chips 4x2.25kg,11,11.99,131.89
SI-10307,30-JUN-2025,C1003,Restaurant_003,Garlic Mayonnaise 1Ltr,10,2.29,22.9
SI-10307,30-JUN-2025,C1003,Restaurant_003,"12"" Pizza Boxes 90pcs",4,12.99,51.96
SI-10307,30-JUN-2025,C1003,Restaurant_003,Pepperoni Slice 1kg,9,9.99,89.91
SI-10308,30-JUL-2025,C1003,Restaurant_003,Coca Cola Cans 24x330ml,5,9.29,46.45
SI-10308,30-JUL-2025,C1003,Restaurant_003,Pepsi Cans 24x330ml,9,8.99,80.91
SI-10308,30-JUL-2025,C1003,Restaurant_003,Shredded Mozzarella 1.8kg,5,44.99,224.95
SI-10308,30-JUL-2025,C1003,Restaurant_003,Super Crunch Chips 4x2.25kg,7,11.99,83.93
SI-10308,30-JUL-2025,C1003,Restaurant_003,Garlic Mayonnaise 1Ltr,8,2.29,18.32
SI-10308,30-JUL-2025,C1003,Restaurant_003,"12"" Pizza Boxes 90pcs",6,12.99,77.94
SI-10308,30-JUL-2025,C1003,Restaurant_003,Pepperoni Slice 1kg,6,9.99,59.94
SI-10309,29-AUG-2025,C1003,Restaurant_003,Coca Cola Cans 24x330ml,3,9.29,27.87
SI-10309,29-AUG-2025,C1003,Restaurant_003,Pepsi Cans 24x330ml,7,8.99,62.93
SI-10309,29-AUG-2025,C1003,Restaurant_003,Shredded Mozzarella 1.8kg,9,44.99,404.91
SI-10309,29-AUG-2025,C1003,Restaurant_003,Super Crunch Chips 4x2.25kg,7,11.99,83.93
SI-10309,29-AUG-2025,C1003,Restaurant_003,Garlic Mayonnaise 1Ltr,6,2.29,13.74
SI-10309,29-AUG-2025,C1003,Restaurant_003,"12"" Pizza Boxes 90pcs",7,12.99,90.93
SI-10309,29-AUG-2025,C1003,Restaurant_003,Pepperoni Slice 1kg,5,9.99,49.95
SI-10310,28-SEP-2025,C1003,Restaurant_003,Coca Cola Cans 24x330ml,7,9.29,65.03
SI-10310,28-SEP-2025,C1003,Restaurant_003,Pepsi Cans 24x330ml,7,8.99,62.93
SI-10310,28-SEP-2025,C1003,Restaurant_003,Shredded Mozzarella 1.8kg,6,44.99,269.94
SI-10310,28-SEP-2025,C1003,Restaurant_003,Super Crunch Chips 4x2.25kg,10,11.99,119.9
SI-10310,28-SEP-2025,C1003,Restaurant_003,Garlic Mayonnaise 1Ltr,10,2.29,22.9
SI-10310,28-SEP-2025,C1003,Restaurant_003,"12"" Pizza Boxes 90pcs",5,12.99,64.95
SI-10310,28-SEP-2025,C1003,Restaurant_003,Pepperoni Slice 1kg,7,9.99,69.93
SI-10311,28-OCT-2025,C1003,Restaurant_003,Coca Cola Cans 24x330ml,7,9.29,65.03
SI-10311,28-OCT-2025,C1003,Restaurant_003,Pepsi Cans 24x330ml,10,8.99,89.9
SI-10311,28-OCT-2025,C1003,Restaurant_003,Shredded Mozzarella 1.8kg,8,44.99,359.92
SI-10311,28-OCT-2025,C1003,Restaurant_003,Super Crunch Chips 4x2.25kg,8,11.99,95.92
SI-10311,28-OCT-2025,C1003,Restaurant_003,Garlic Mayonnaise 1Ltr,10,2.29,22.9
SI-10311,28-OCT-2025,C1003,Restaurant_003,"12"" Pizza Boxes 90pcs",5,12.99,64.95
SI-10311,28-OCT-2025,C1003,Restaurant_003,Pepperoni Slice 1kg,7,9.99,69.93
SI-10312,27-NOV-2025,C1003,Restaurant_003,Coca Cola Cans 24x330ml,6,9.29,55.74
SI-10312,27-NOV-2025,C1003,Restaurant_003,Pepsi Cans 24x330ml,8,8.99,71.92
SI-10312,27-NOV-2025,C1003,Restaurant_003,Shredded Mozzarella 1.8kg,8,44.99,359.92
SI-10312,27-NOV-2025,C1003,Restaurant_003,Super Crunch Chips 4x2.25kg,11,11.99,131.89
SI-10312,27-NOV-2025,C1003,Restaurant_003,Garlic Mayonnaise 1Ltr,9,2.29,20.61
SI-10312,27-NOV-2025,C1003,Restaurant_003,"12"" Pizza Boxes 90pcs",4,12.99,51.96
SI-10312,27-NOV-2025,C1003,Restaurant_003,Pepperoni Slice 1kg,6,9.99,59.94
SI-10401,01-JAN-2025,C1004,Restaurant_004,Coca Cola Cans 24x330ml,4,9.29,37.16
SI-10401,01-JAN-2025,C1004,Restaurant_004,Pepsi Cans 24x330ml,1,8.99,8.99
SI-10401,01-JAN-2025,C1004,Restaurant_004,Shredded Mozzarella 1.8kg,6,44.99,269.94
SI-10401,01-JAN-2025,C1004,Restaurant_004,Super Crunch Chips 4x2.25kg,6,11.99,71.94
SI-10401,01-JAN-2025,C1004,Restaurant_004,Garlic Mayonnaise 1Ltr,5,2.29,11.45
SI-10401,01-JAN-2025,C1004,Restaurant_004,"12"" Pizza Boxes 90pcs",3,12.99,38.97
SI-10401,01-JAN-2025,C1004,Restaurant_004,Pepperoni Slice 1kg,2,9.99,19.98
SI-10402,31-JAN-2025,C1004,Restaurant_004,Coca Cola Cans 24x330ml,8,9.29,74.32
SI-10402,31-JAN-2025,C1004,Restaurant_004,Pepsi Cans 24x330ml,2,8.99,17.98
SI-10402,31-JAN-2025,C1004,Restaurant_004,Shredded Mozzarella 1.8kg,7,44.99,314.93
